id,name
4fcb34fd,Benevento
61cd6504,Vasalund
9423c05a,Djurgarden
0e92bf17,Tigre
4d6fce81,Everton-U23
6777e16d,Hajduk-Split
8c635914,Spartak-Moscow
2818f8bc,Hertha-BSC
e272e7a8,York-City
8de86c22,Norwich-City-U23
b435dbf5,Shrewsbury-Town
b74092de,Ipswich-Town
dde3e804,Partizan
e3db180b,Zwolle
551328d6,Southport
d298ef2c,Saint-Etienne
132ebc33,Nice
ad0e69a2,Arsenal-U23
f56127be,West-Ham-United-U23
45bf2fb0,Arsenal-U21
54195385,Troyes
6f98eba9,Lommel-United
27e981a3,OH-Leuven
90eb0dcc,Stromsgodset
b2b47a98,Newcastle-United
6c15d7e1,Newport-County
d2bc69d1,Brighton-and-Hove-Albion-U23
d6e6321c,Peterborough-United
ec7fdeb7,Ufa
6a9477ca,Bromley
1c067385,Manchester-United-U21
9172ba36,Accrington-Stanley
7c4744f7,Cheltenham-Town
268a561a,Avispa-Fukuoka
740322cb,Reading-FC-U21
130f43fa,Toronto-FC
1df6b87e,Sheffield-United
ce786972,Chesterfield
8b9bf22a,AFC-Wimbledon
ff280e9e,Den-Bosch
d9fdd9d9,Botafogo-RJ
0cdc4311,Augsburg
86431469,New-York-Red-Bulls-II
69a0fb10,New-York-Red-Bulls
fd4e0f7d,Lens
bcb0c370,Javor-Ivanjica
6fc21c65,Panetolikos
f3d8c8b9,Malmo
27020d71,Werder-Bremen-II
6f2c108c,Nurnberg
4b682260,Young-Boys
74a5460e,Norwich-City-U21
259d3345,Valenciennes
e95faa7f,Arles-Avignon
c96d05af,Tours
fc22273c,CF-Montreal
2abfe087,Watford
426658a6,Wolfsberger-AC
e33d6108,Go-Ahead-Eagles
e00d111d,Al-Ittihad
19c8caf5,RSCA-Futures
dd87c217,Bethlehem-Steel-FC
c2ccd8f5,Kristiansund
7700eac9,SonderjyskE
6400d626,Servette-FC
d5ae3703,Gremio
bd03cdde,Cerezo-Osaka
f83960ae,Metz
ab17f2e9,Parana
84d9701c,Fluminense
a73408a7,Legia-Warsaw
e8d2adc4,Cercle-Brugge
6928de6d,Stuttgart-U19
f0c0c2c2,CSKA-Moscow
9d04848a,Motherwell
25622401,Amiens
47b3e736,Sarpsborg-08
0f9294bd,Besiktas
3e3fbf36,Universidad-Catolica
63f04c5e,Athletic-Bilbao-B
9ec5e2c9,Sabadell
5f70a1fa,Amorebieta
76d8bafa,Numancia
bb9efd50,Sporting-Gijon
c9d59c6c,Pumas-UNAM
962428a8,Racing-Ferrol
576452c6,Real-Sociedad-B
3902ac3a,Darlington
bd5179b9,Yeovil-Town
e59ddc76,Wigan-Athletic
2091c619,Athletico-Paranaense
91df880d,Newcastle-United-U23
179c33c7,Southampton-U21
d943111d,Dortmund-U19
4ef57aeb,Brescia
ece66b78,Sport-Recife
912e4c40,Rapid-Wien
22df8478,Preston-North-End
41da1cf3,Cambridge-United
a8290768,Aldershot-Town
cbc02110,Bury
de731359,Chelsea-U21
2b9f86b0,Southend-United
3149e189,Scunthorpe-United
7cbf5cb4,Blackpool
b17b8146,Colchester-United
f7e3dfe9,Coventry-City
bba7d733,Sheffield-Wednesday
fcf5b1e1,Milton-Keynes-Dons
90773bc8,Leicester-City-U23
293cb36b,Barnsley
3ea79db4,Newcastle-United-U21
2c9bebcd,Slovan-Liberec
25f1fd26,Kilmarnock
dc06109e,Oster
f8a195cc,Helsingborg
93493607,Bristol-City
11b6dba8,Lanus
1ebc1a5b,Atlanta-United
26ab47ee,Derby-County
31a305e0,Kettering-Town
6711b681,Tamworth
f3a5726c,Panathinaikos
e4a775cb,Nottingham-Forest
aca0450a,Stevenage
26f3c471,Rushden-and-Diamonds
793f90cb,Chester-City
d96bbc04,Walsall
dad7970b,Wrexham
174bd5a0,Molde
a324bb9a,Manchester-City-U21
422bb734,Atletico-Mineiro
4eaa11d7,Wolfsburg
247c4b67,Arminia
2fbdf057,1860-Munich
5b4413b6,Aston-Villa-U23
4f4b03ee,Wolfsburg-U19
54864664,St-Pauli
986a26c1,Northampton-Town
a757999c,Queens-Park-Rangers
afa3c276,West-Ham-United-U21
09f00144,Mechelen
e297cd13,Luton-Town
6a3b81bf,Bursaspor
d84fbee9,Hamburger-SV-U17
75fae011,Cardiff-City
5ae09109,Auxerre
64e81410,New-York-City-FC
8ed04be8,NAC-Breda
27b20cea,SK-Dnipro-1
8385b101,Shanghai-Greenland-Shenhua
d60423ef,Rostov
8ef52968,Sunderland
972e2539,Al-Hilal
18050b20,FC-Copenhagen
3986b791,AZ-Alkmaar
a8481ab9,Vasteras
6dc9bfb4,Orebro
11be4c0a,Al-Ettifaq
9cc24b7e,Al-Fayha
01ef4cf1,Schalke-04-U19
c2f85bbb,Jong-AZ
83f55dbe,Vasco-da-Gama
e0b973a6,Atletico-Nacional
c41460da,FeralpiSalo
71a3700b,Modena
939201df,Livorno
5379325a,Vozdovac
77193015,Kortrijk
95b895fe,Oostende
03d0f9c5,Torque
119d232e,Pro-Vercelli
9144bbcf,Juve-Stabia
c9607f44,Atromitos
80b1ef30,OFI-Crete
4b5ddee5,Hatayspor
bd08295c,Fortuna-Sittard
cb89181d,Vejle-BK
c16e44ce,Beerschot-Wilrijk
11da5cc7,Brighton-and-Hove-Albion-U21
f1eb9593,Forest-Green-Rovers
51e48db2,Rochdale
a8fbbb12,Wolverhampton-Wanderers-U21
408a9724,Villarreal-B
056a5a75,Paris-FC
17fa6b14,Arsenal-Kyiv
bb1044a9,Desna-Chernihiv
d4547110,Dartford
2e99ee2e,Everton-U21
bb9e11b2,Brommapojkarna
604617a2,Oxford-United
375d66f1,Rotherham-United
30c24d2d,West-Bromwich-Albion-U23
d76b7bed,Lincoln-City
05791fbc,Exeter-City
3568ad4c,St-Mirren
f3aacc58,Hibernian
6934984c,Aston-Villa-U21
4db00b00,Dagenham-and-Redbridge
1c896955,Malaga
03d10d77,Doncaster-Rovers
6de8c4a5,Hoffenheim-U17
0d978394,Hoffenheim-U19
00c41b75,Estoril
67cdee3a,Envigado
f9940243,Chicago-Fire
6baef27f,Al-Nassr
099c6eb5,Red-Star-Belgrade
5a5e7874,PAOK
31553c94,Melbourne-City
cbfe68b7,Puszcza-Niepolomice
d6a369a2,Fleetwood-Town
d5de8ff3,Gimnastic
0217e4d8,Beveren
4222a514,Hercules
045c971f,Alcorcon
27cc9c62,Tenerife
2de656d5,Famalicao
69236f98,Angers
eb7e5ea0,Lugo
fc629994,NEC-Nijmegen
bbd9ac49,Cartagena
ee7c297c,Cadiz
73a27a73,Kaiserslautern
a486e511,Freiburg
8724a375,Nurnberg-U17
6ed99f94,Nurnberg-U19
6c254a38,Dortmund-U17
d9dd39c9,St-Pauli-U17
22c72f0b,St-Pauli-U19
34640cc6,Eintracht-Frankfurt-U17
7cc68edf,Eintracht-Frankfurt-U19
61fca1ee,Darmstadt-98-U17
43d17b20,Chateauroux
2864c5a0,Lausanne-Sport
415b4465,Colorado-Rapids
34e7850d,Quevilly-Rouen
4cc7a87b,Yeni-Malatyaspor
bff39cf5,Istanbul-Basaksehir
2b41acb5,Almere-City
d9676424,Clermont-Foot
140e320a,Charleroi
cd5d7aa6,Le-Mans
2d860997,Middlesbrough-U23
b964e6bb,Catanzaro
7a54bb4f,Ajaccio
17366e53,Halmstad
60aa17d7,Valerenga
edd72164,Olhanense
37b7e9e2,Boavista
99ea75a6,Minnesota-United
0d36ddd4,Arouca
86b7acd2,Rangers
04bf3c00,Schalke-04-U17
