id,name,positions,foot,height,age,nationality,current_club,gls,assists,mp,cpf
4d1666ff,Jules Kounde,Defender,Right,178,26,France,206d90db,2,6,45,206d90db ad2be733 123f3efe
3423f250,Raphinha,Midfielder Forward,Left,176,28,Brazil,206d90db,31,17,47,f205258a 5bfb9659 3f319bc9 b3072e00 13dc44fd a93e668c 206d90db
0d9b2d31,Pedri,Midfielder,Right,174,22,Spain,206d90db,4,7,48,0049d422 206d90db
82ec26c1,Lamine Yamal,Midfielder Forward,Left,None,17,Spain,206d90db,12,15,45,206d90db
cc7888f3,Pau Cubarsi,Defender,Right,181,18,Spain,206d90db,0,4,45,206d90db
3fc45c73,Inigo Martinez,Defender,Left,181,33,Spain,206d90db,2,5,38,206d90db 2b390eca e31d1cd9
8d78e732,Robert Lewandowski,Forward,Right,185,36,Poland,206d90db,36,2,44,206d90db 054efa67 add600ae fdba14df
5ccc9672,Alejandro Balde,Defender,Left,175,21,Spain,206d90db,0,6,39,206d90db
01b8a2b2,Wojciech Szczesny,Goalkeeper,Right,195,35,Poland,206d90db,0,0,22,206d90db cf74a709 cd051869 18bb7c10 e0652b02
2ef08833,Marc Casado,Midfielder,None,172,21,Spain,206d90db,1,5,33,206d90db
1bacc518,Frenkie de Jong,Defender Midfielder,Right,180,28,Netherlands,206d90db,2,2,36,206d90db a26209d7 19c3f8c4 f0479d7b
9e1035f8,Ferran Torres,Midfielder Forward,Right,184,25,Spain,206d90db,13,7,38,b8fd03ef dcc91a7b 206d90db
cc1c5035,Inaki Pena ,Goalkeeper,Right,184,26,Spain,206d90db,0,0,20,206d90db ecd11ca2
2bed3eab,Eric Garcia,Defender,Right,183,24,Spain,206d90db,4,2,35,e41e516f b8fd03ef 206d90db 9024a00a
c1fe5f0b,Fermin Lopez,Midfielder,None,None,22,Spain,206d90db,5,7,36,206d90db
ae44e8e2,Dani Olmo,Midfielder Forward,Right,176,27,Spain,206d90db,11,3,31,206d90db edd0d381 acbb6a5b
b792c59d,Gerard Martin,Defender,Left,None,23,Spain,206d90db,1,6,33,206d90db
19cae58d,Gavi,Midfielder Forward,Right,173,20,Spain,206d90db,1,1,33,206d90db
2bef2bca,Ronald Araujo,Defender,Right,188,26,Uruguay,206d90db,2,1,18,206d90db d10036ca
6f51e382,Marc-Andre ter Stegen,Goalkeeper,Right,189,33,Germany,206d90db,0,0,8,32f3ee20 206d90db
2e31f3a6,Hector Fort,Defender,Right,182,18,Spain,206d90db,0,0,17,206d90db
04e531b6,Pablo Torre,Midfielder,None,173,22,Spain,206d90db,3,1,12,206d90db 9024a00a
e6e7c819,Pau Victor Delgado,Forward,None,None,23,Spain,206d90db,2,1,25,206d90db 9024a00a
0ba976e4,Ansu Fati,Forward,Right,178,22,Spain,206d90db,0,0,10,206d90db d07537b9
29117812,Marc Bernal,Midfielder,None,188,17,Spain,206d90db,0,0,3,206d90db
88507352,Sergi Dominguez,Defender,None,None,20,Spain,206d90db,0,0,5,206d90db
1cb49278,Andreas Christensen,Defender Midfielder,Right,188,29,Denmark,206d90db,0,0,4,32f3ee20 206d90db cff3d9bb
f9cbad15,Daniel Rodriguez,Midfielder,None,None,19,Spain,206d90db,0,0,1,206d90db
285ff324,Toni Fernandez,Midfielder,None,None,16,Spain,206d90db,0,0,0,206d90db
2eefd1b3,Andres Cuenca,Defender,None,181,17,Spain,206d90db,0,0,1,206d90db
97022551,Alex Valle,Defender,None,None,21,Spain,28c9c3cd,0,4,29,b81aa4fa 9800b6a1 73178cb3 28c9c3cd 206d90db
64f76c60,Noah Darvich,Midfielder,None,184,18,Germany,206d90db,0,0,0,206d90db 32dd63ea
e06683ca,Virgil van Dijk,Defender,Right,193,33,Netherlands,822bd0ba,4,1,45,bec05adb b81aa4fa 822bd0ba ed54a8b3 33c895d4
e342ad68,Mohamed Salah,Midfielder Forward,Left,175,32,Egypt,822bd0ba,31,22,45,421387cf d3d9424a 822bd0ba cf74a709 cff3d9bb
b8e740fb,Ryan Gravenberch,Midfielder,Right,190,22,Netherlands,822bd0ba,0,4,44,822bd0ba a26209d7 19c3f8c4 054efa67
83d074ff,Alexis Mac Allister,Midfielder,Right,174,26,Argentina,822bd0ba,7,5,43,795ca75e 822bd0ba d01a653b d07537b9
934e1968,Dominik Szoboszlai,Midfielder Forward,Right,186,24,Hungary,822bd0ba,6,7,43,50f2a074 acbb6a5b 822bd0ba
2e4f5f03,Andrew Robertson,Defender Midfielder,Left,178,31,Scotland,822bd0ba,0,2,40,e986ece7 bd8769d1 822bd0ba
4a1a9578,Luis Diaz,Midfielder Forward,Right,180,28,Colombia,822bd0ba,16,5,43,822bd0ba b281fa3b 5e876ee6
5ed9b537,Ibrahima Konate,Defender,Right,193,25,France,822bd0ba,2,2,36,822bd0ba e850256c acbb6a5b b9cd3c9a
cd1acf9d,Trent Alexander-Arnold,Defender,Right,175,26,England,822bd0ba,3,7,40,071dd6bd 822bd0ba
7a2e46a8,Alisson,Goalkeeper,Right,193,32,Brazil,822bd0ba,0,0,32,cf74a709 822bd0ba 6f7e1f03
1971591f,Cody Gakpo,Midfielder Forward,Right,187,26,Netherlands,822bd0ba,13,4,41,8e1ea572 822bd0ba e334d850
4fb9c88f,Curtis Jones,Midfielder Forward,Right,185,24,England,822bd0ba,3,5,39,33861392 071dd6bd 822bd0ba
4d77b365,Darwin Nunez,Forward,Right,187,25,Uruguay,822bd0ba,6,3,37,e2d73ee6 822bd0ba 78ecf4bb a77c513e
178ae8f8,Diogo Jota,Midfielder Forward,Right,178,28,Portugal,822bd0ba,6,3,29,f6af6f6f 822bd0ba 8cec06e1 5e876ee6
62d7ef38,Caoimhin Kelleher,Goalkeeper,Right,188,26,Republic of Ireland,822bd0ba,0,0,14,33861392 071dd6bd 822bd0ba
f315ca93,Kostas Tsimikas,Defender,Left,177,29,Greece,822bd0ba,0,2,23,2fdb4aef 822bd0ba f0479d7b 31aa0dd4
bbd67769,Conor Bradley,Defender Midfielder,Right,181,21,Northern Ireland,822bd0ba,0,2,22,071dd6bd 445d3104 822bd0ba
4125cb98,Jarell Quansah,Defender,None,197,22,England,822bd0ba,0,0,16,33861392 654f3ca6 071dd6bd 822bd0ba
7a11550b,Joe Gomez,Defender,Right,188,27,England,822bd0ba,0,0,13,822bd0ba 071dd6bd 7a8db6d4
c149016b,Wataru Endo,Defender Midfielder,Right,178,32,Japan,822bd0ba,0,0,24,f812e711 1a921e1f 822bd0ba 80328a1e 598bc722
b9e1436c,Harvey Elliott,Midfielder Forward,Left,170,22,England,822bd0ba,3,1,21,e090f40b 071dd6bd 822bd0ba 415ce479 fd962109
b0f7e36c,Federico Chiesa,Defender Midfielder Forward,Right,175,27,Italy,822bd0ba,0,0,8,e0652b02 421387cf 822bd0ba
2bc28bb9,Tyler Morton,Midfielder,Right,178,22,England,822bd0ba,0,0,1,e090f40b 071dd6bd 822bd0ba 33861392 bd8769d1 b4c2d36f
bf973eeb,James McConnell,Midfielder,None,None,20,England,33861392,0,0,1,33861392 822bd0ba
1d3b3d77,Trey Nyoni,Midfielder,None,None,17,England,33861392,0,0,1,33861392 822bd0ba cc320bb0
003cf4d1,Jayden Danns,Forward,None,None,19,England,8ef52968,0,0,2,33861392 822bd0ba
12bb4d6a,Vitezslav Jaros,Goalkeeper,Right,184,23,Czech Republic,822bd0ba,0,0,1,071dd6bd 822bd0ba 3b27de1f 3f4fe568 c6ce4b54
022eca88,Rio Ngumoha,Forward,None,None,16,England,33861392,0,0,0,33861392
0d7be441,Isaac Mabaya,Midfielder,None,None,20,England,33861392,0,0,0,33861392 071dd6bd
55f40df2,Trent Doherty,Midfielder,None,None,18,Republic of Ireland,33861392,0,0,0,33861392
398a24f6,Amara Nallo,Defender,None,None,18,England,33861392,0,0,1,33861392 822bd0ba
788cd1c9,James Norris,Defender,None,195,22,England,a62918f6,0,0,0,33861392 22327064 071dd6bd
fd08a24b,Harvey Davies,Goalkeeper,None,186,21,England,33861392,0,0,0,33861392 071dd6bd f13a527f 822bd0ba
25683300,Kieran Morrison,Midfielder,None,None,18,Northern Ireland,33861392,0,0,0,33861392
0426b987,Ranel Young,Midfielder,None,None,19,England,33861392,0,0,0,33861392
4b3e1a38,Amir Rrahmani,Defender,Right,190,31,Kosovo,d48ad4ff,1,2,36,ea115eb3 0e72edf2 d48ad4ff 27b6696c edd0d381
230a2fac,Giovanni Di Lorenzo,Defender Midfielder,Right,184,31,Italy,d48ad4ff,3,2,35,46f8c29f d48ad4ff a3d88bd8
9413b19f,Alex Meret,Goalkeeper,Left,185,28,Italy,d48ad4ff,0,0,32,d48ad4ff 04eea015 1d2fe027
6bb2c084,Andre-Frank Zambo Anguissa,Midfielder,Right,184,29,Cameroon,d48ad4ff,6,4,33,d48ad4ff fd962109 7fdd64e0 2a8183b3 5725cc7b
e1cbb531,Stanislav Lobotka,Midfielder,Right,170,30,Slovakia,d48ad4ff,0,1,32,f25da7fb d48ad4ff a26209d7 1850e3f9
d93c2511,Scott McTominay,Midfielder,Right,192,28,Scotland,d48ad4ff,11,4,34,d48ad4ff 19538871 92aca032
5e861944,Matteo Politano,Midfielder Forward,Left,170,31,Italy,d48ad4ff,3,3,35,d48ad4ff b985784c d609edc0 e2befd26
5eae500a,Romelu Lukaku,Forward,Left,192,31,Belgium,d48ad4ff,13,10,34,d48ad4ff d609edc0 08ad393c 60c6b05f cf74a709 cff3d9bb d3fd31cc 19538871
41c12f75,Mathias Olivera,Defender,Left,184,27,Uruguay,d48ad4ff,0,2,30,d48ad4ff 26ebba72 7848bd64 b7e3e46e
4ae67f27,Alessandro Buongiorno,Defender,Left,192,25,Italy,d48ad4ff,1,0,22,71f07916 d48ad4ff 105360fe a6a65dea
3626daea,Leonardo Spinazzola,Defender Midfielder,Right,186,32,Italy,d48ad4ff,1,1,25,2591250b 215a8f32 a3d88bd8 d48ad4ff cf74a709 37cba288 922493f3 45a2f824 e0652b02
4f1e6a0b,David Neres,Midfielder Forward,Left,175,28,Brazil,d48ad4ff,2,4,26,a77c513e 5f232eb1 19c3f8c4 d48ad4ff a26209d7
dea88efd,Khvicha Kvaratskhelia,Midfielder Forward,Right,183,24,Georgia,e2d8892c,9,8,38,e2d8892c d48ad4ff 5625a7da 5a8dc328
79083382,Juan Jesus,Defender,Left,185,33,Brazil,d48ad4ff,0,1,15,cf74a709 d48ad4ff d609edc0
df10e27c,Billy Gilmour,Midfielder,Right,170,23,Scotland,d48ad4ff,0,1,26,d48ad4ff 09080694 cff3d9bb 1c781004 d07537b9
6e058f06,Giacomo Raspadori,Midfielder Forward,Right,172,25,Italy,d48ad4ff,6,1,24,d48ad4ff e2befd26
eb0ec070,Pasquale Mazzocchi,Defender Midfielder,Right,183,29,Italy,d48ad4ff,0,0,18,af5d5982 d48ad4ff eab4234c 37cba288 c5577084
343c0d52,Giovanni Simeone,Forward,Right,181,29,Argentina,d48ad4ff,1,1,28,c4260e09 421387cf 06c1606c 0e72edf2 d48ad4ff ef99c78c 658bf2de
97d7afbd,Elia Caprile,Goalkeeper,Right,191,23,Italy,c4260e09,0,0,21,01baa639 5bfb9659 c4260e09 a3d88bd8 d48ad4ff a93e668c cc919b35
2b8360f1,Cyril Ngonge,Midfielder Forward,Left,179,24,Belgium,d48ad4ff,0,0,16,8e1ea572 bec05adb 0e72edf2 bb14adb3 d48ad4ff e334d850 f1e6c5f1
3239a8ed,Rafa Marin ,Defender,None,191,22,Spain,d48ad4ff,0,0,4,d48ad4ff 8d6fd021 53a2f082
d328a254,Philip Billing,Midfielder,Left,192,28,Denmark,d48ad4ff,1,0,18,f5922ca5 d48ad4ff 4ba7cbea
d19ef4ef,Alessio Zerbin,Defender Midfielder Forward,Right,182,26,Italy,af5d5982,1,0,17,6a7ad59d d48ad4ff af5d5982 21680aa4
c391a179,Michael Folorunsho,Midfielder Forward,Right,None,27,Italy,421387cf,0,1,24,46f8c29f 01baa639 421387cf 0e72edf2 21d18cee d48ad4ff
41bd99ea,Simone Scuffet,Goalkeeper,Right,187,28,Italy,d48ad4ff,0,0,14,c4260e09 d48ad4ff 04eea015 28c9c3cd d6ffefd1 ff04e205 68449f6d
0545a08e,Walid Cheddira,Forward,None,186,27,Morocco,a8661628,1,1,22,a8661628 01baa639 d48ad4ff 6a7ad59d
ca607d59,Noah Okafor,Midfielder Forward,Right,185,24,Switzerland,d48ad4ff,1,1,20,d3d9424a d48ad4ff 50f2a074 dc56fe14
e95069bb,Nikita Contini Baranovsky,Goalkeeper,Right,190,28,Italy,d48ad4ff,0,0,0,46f8c29f 8ff9e3b3 2591250b 3074d7b1 d48ad4ff f201f5dd
3b387cc7,Gianluca Gaetano,Midfielder Forward,Right,181,25,Italy,c4260e09,2,4,27,9aad3a77 d48ad4ff c4260e09
95df20b2,Coli Saco,Midfielder,Left,195,22,Mali,01baa639,0,0,11,01baa639 d48ad4ff
ab4f1aa9,Luis Hasa,Midfielder,Right,None,21,Italy,d48ad4ff,0,0,0,e0652b02 ffcbe334
94bccc82,Natan,Defender,Left,188,24,Brazil,fc536746,2,1,42,fc536746 d48ad4ff f98930d1 639950ae
420c18a1,Yann Sommer,Goalkeeper,Right,183,36,Switzerland,d609edc0,0,0,44,7b66a29c d3d9424a d609edc0 32f3ee20 b1b46fc3 054efa67
75b86fb3,Alessandro Bastoni,Defender,Left,190,26,Italy,d609edc0,1,6,45,d609edc0 922493f3 eab4234c
f7036e1c,Lautaro Martinez,Forward,Right,174,27,Argentina,d609edc0,21,3,44,8e20e13d d609edc0
6928979a,Nicolo Barella,Midfielder,Right,172,28,Italy,d609edc0,3,8,43,d609edc0 c4260e09 28c9c3cd
dd0daf32,Henrikh Mkhitaryan,Midfielder Forward,Right,178,36,Armenia,d609edc0,1,4,43,e89d5a28 d609edc0 cf74a709 dc099c92 18bb7c10 add600ae 19538871
6f8cd6d0,Marcus Thuram,Midfielder Forward,Right,189,27,France,d609edc0,18,5,44,32f3ee20 d609edc0 d41b5f53 b9cd3c9a
481c9ece,Denzel Dumfries,Defender Midfielder,Right,188,29,Netherlands,d609edc0,8,5,38,d609edc0 e334d850 193ff7aa 146a68ce
cd0fa27b,Hakan Calhanoglu,Midfielder Forward,Right,176,31,Turkey,d609edc0,9,6,38,26790c6a dc56fe14 d609edc0 33ba9d7b c7a9f859
970b8574,Federico Dimarco,Defender Midfielder,Left,175,27,Italy,d609edc0,4,8,40,2eaa8331 0e72edf2 a3d88bd8 72c031e3 d609edc0 eab4234c
d0d8dd44,Stefan de Vrij,Defender,Right,189,33,Netherlands,d609edc0,2,0,34,7213da33 d609edc0 fb4ca611
3963c25b,Yann Aurel Bisseck,Defender,Right,194,24,Germany,d609edc0,2,2,37,45b403c3 5b499073 2ac661d9 9ae196bd d609edc0 bc357bf7 7978e9a3
45a03961,Benjamin Pavard,Defender,Right,182,29,France,d609edc0,1,1,34,598bc722 054efa67 d609edc0 cb188c0c
96e0490d,Matteo Darmian,Defender Midfielder,Right,182,35,Italy,d609edc0,3,2,37,4e5f8b9a dc56fe14 d609edc0 105360fe eab4234c 19538871 ee058a17
8d3cd59d,Carlos Augusto,Defender Midfielder,Left,184,26,Brazil,d609edc0,3,4,39,d609edc0 21680aa4 bf4acd28
b96b595c,Francesco Acerbi,Defender,Left,192,37,Italy,d609edc0,1,2,29,46f8c29f dc56fe14 d609edc0 e2befd26 7213da33 cc919b35
2a7d27c1,Davide Frattesi,Midfielder,Right,184,25,Italy,d609edc0,7,1,41,21680aa4 a3d88bd8 72c031e3 d609edc0 e2befd26 cf74a709
a5296e55,Piotr Zielinski,Midfielder,Right,180,30,Poland,d609edc0,2,3,35,d48ad4ff a3d88bd8 04eea015 d609edc0
4c2a5d34,Mehdi Taremi,Midfielder Forward,Right,186,32,Iran,d609edc0,2,4,36,eea856da d609edc0 5e876ee6 95f42e44
0fdcef0e,Kristjan Asllani,Midfielder,Right,179,23,Albania,d609edc0,2,2,28,a3d88bd8 d609edc0
11d8aff0,Josep Martinez,Goalkeeper,Right,191,26,Spain,d609edc0,0,0,6,658bf2de 0049d422 d609edc0 acbb6a5b
00459419,Marko Arnautovic,Midfielder Forward,Right,192,36,Austria,d609edc0,5,2,23,62add3bf 1d8099f8 7c21e445 c48512d3 d609edc0 17892952 a1f721d3
45b9b619,Joaquin Correa,Midfielder Forward,Right,188,30,Argentina,d609edc0,1,2,17,8ff9e3b3 df734df9 d609edc0 7213da33 ad2be733 5725cc7b
45191c29,Nicola Zalewski,Defender Midfielder,Right,164,23,Poland,d609edc0,1,2,26,cf74a709 d609edc0
3aca6420,Tajon Buchanan,Defender Midfielder Forward,Right,182,26,Canada,2a8183b3,0,1,16,2a8183b3 f1e6c5f1 3c079def d609edc0
404101f9,Tomas Palacios,Defender,None,None,22,Argentina,21680aa4,0,0,9,d609edc0 ceda2145 8a9d5afa 21680aa4
5f22bcd7,Giacomo De Pieri,Midfielder,None,None,18,Italy,d609edc0,0,0,1,d609edc0
921bf733,Thomas Berenbruch,Midfielder,None,None,19,Italy,d609edc0,0,0,1,d609edc0
2081c175,Matteo Cocchi,Defender,None,None,18,Italy,d609edc0,0,0,1,d609edc0
a98c967a,Mike Aidoo,Defender,None,None,19,Italy,d609edc0,0,0,0,d609edc0
7a4050d5,Raffaele Di Gennaro,Goalkeeper,None,186,31,Italy,d609edc0,0,0,0,1a8d4355 c4afcbfa d609edc0 68449f6d d8be8b3e
8961065a,Alessandro Fontanarosa,Defender,None,182,22,Italy,379ce81a,0,0,14,34963d0d 379ce81a d609edc0 19008e93
0959c2a2,Federico Valverde,Midfielder Forward,Right,183,26,Uruguay,53a2f082,6,7,47,e2d73ee6 2a60ed82 53a2f082
42fd9c7f,Kylian Mbappe,Midfielder Forward,Right,178,26,France,53a2f082,34,4,45,e2d8892c fd6114db 53a2f082
1840e36d,Thibaut Courtois,Goalkeeper,Left,199,33,Belgium,53a2f082,0,0,41,53a2f082 db3b9613 cff3d9bb 1e972a99
18b896d6,Antonio Rudiger,Defender,Right,191,32,Germany,53a2f082,2,0,42,09080694 cf74a709 cff3d9bb 598bc722 2959ee71 53a2f082
4f255115,Aurelien Tchouameni,Defender Midfielder,Right,185,25,France,53a2f082,0,0,41,123f3efe fd6114db 53a2f082
57d88cf9,Jude Bellingham,Midfielder,Right,186,21,England,53a2f082,11,11,42,add600ae ec79b7c2 53a2f082
7111d552,Vinicius Junior,Midfielder Forward,Right,177,24,Brazil,53a2f082,19,9,41,639950ae 53a2f082
8f5e92a6,Rodrygo,Midfielder Forward,Right,174,24,Brazil,53a2f082,11,7,42,712c528f 53a2f082
fd51b456,Lucas Vazquez,Defender Midfielder Forward,Right,173,33,Spain,53a2f082,2,6,40,a8661628 53a2f082 1b286de7
4731cd4c,Raul Asencio,Defender,None,None,22,Spain,53a2f082,0,2,31,53a2f082
7226539b,Fran Garcia,Defender,Left,167,25,Spain,53a2f082,0,2,37,98e8af82 53a2f082
6025fab1,Luka Modric,Midfielder,Right,174,39,Croatia,53a2f082,2,7,46,361ca564 edd0d381 53a2f082
3cefcaef,Ferland Mendy,Defender,Left,178,29,France,53a2f082,0,2,25,5c2737db 53a2f082 d53c0b06
