id,name,positions,foot,height,age,nationality,current_club,gls,assists,mp,cpf
18986367,Ross Stewart,FW,None,188,28,Scotland,33c895d4,0,0,9,179c33c7 33c895d4 8ef52968 3568ad4c a5298e9f
beb391dd,Maxwel Cornet,AM,Left,179,28,Côte d'Ivoire,658bf2de,2,1,8,943e8050 f83960ae 33c895d4 7c21e445 d53c0b06 afa3c276 658bf2de
007414dd,Samuel Edozie,FW-MF,None,179,22,England,08ad393c,3,2,24,179c33c7 33c895d4 a324bb9a b8fd03ef 08ad393c e41e516f
0da5076f,Albert Gronbaek,CM,Right,176,23,Denmark,33c895d4,2,1,20,9ae196bd 33c895d4 d86248bd b3072e00
9eedf0e0,Samuel Amo-Ameyaw,FW,None,174,18,England,c0d3eab4,2,0,9,33c895d4 c0d3eab4 179c33c7
be90c4b0,Ronnie Edwards,CB,None,180,22,England,a757999c,2,0,22,a757999c 2e91bf26 179c33c7 d6e6321c 33c895d4
2a616c85,Jay Robinson,FW,None,None,18,England,179c33c7,0,0,2,33c895d4 179c33c7
4abac767,Carlos Alcaraz,FW-MF,None,176,22,Argentina,d3fd31cc,1,2,13,8e20e13d 639950ae 33c895d4 e0652b02 d3fd31cc
e964b8f3,Romeo Akachukwu,MF,None,None,18,Republic of Ireland,179c33c7,0,0,0,179c33c7
fd1c27b8,Joe O'Brien-Whitmarsh,FW,None,None,None,Republic of Ireland,179c33c7,3,0,13,9172ba36 33c895d4 179c33c7
cf7fb13a,Juan Larios,DF,None,170,21,Spain,179c33c7,0,0,0,e41e516f 33c895d4 a324bb9a 179c33c7
ed23d14e,Jayden Moore,DF,None,None,None,None,179c33c7,0,0,0,179c33c7
